symbol,date,open,high,low,close,volume,adjusted
NFLX,2021-02-22,53.499000549316406,54.17900085449219,53.07899856567383,53.37799835205078,30786000,53.37799835205078
NFLX,2021-02-23,52.5,54.854000091552734,51.827999114990234,54.6150016784668,41365000,54.6150016784668
NFLX,2021-02-24,53.97999954223633,55.685001373291016,53.90700149536133,55.340999603271484,32450000,55.340999603271484
NFLX,2021-02-25,55.027000427246094,55.64799880981445,53.57500076293945,54.66999816894531,42529000,54.66999816894531
NFLX,2021-02-26,54.6510009765625,55.308998107910156,53.79999923706055,53.8849983215332,37556000,53.8849983215332
NFLX,2021-03-01,54.55699920654297,55.2140007019043,54.20000076293945,55.06399917602539,30414000,55.06399917602539
NFLX,2021-03-02,55.33399963378906,55.69900131225586,54.60200119018555,54.78200149536133,30422000,54.78200149536133
NFLX,2021-03-03,54.59299850463867,54.80099868774414,51.78099822998047,52.06999969482422,53624000,52.06999969482422
NFLX,2021-03-04,52.150001525878906,53.150001525878906,50.768001556396484,51.12900161743164,50348000,51.12900161743164
NFLX,2021-03-05,51.198001861572266,51.7760009765625,49.87900161743164,51.638999938964844,50700000,51.638999938964844
NFLX,2021-03-08,51.44599914550781,51.88399887084961,49.28499984741211,49.33300018310547,39818000,49.33300018310547
NFLX,2021-03-09,50.73099899291992,51.31100082397461,50.38199996948242,50.64400100708008,34700000,50.64400100708008
NFLX,2021-03-10,51.349998474121094,51.89699935913086,50.42499923706055,50.45399856567383,37715000,50.45399856567383
NFLX,2021-03-11,51.220001220703125,53.02399826049805,51.07099914550781,52.305999755859375,47145000,52.305999755859375
NFLX,2021-03-12,51.25,52.6510009765625,50.659000396728516,51.801998138427734,39817000,51.801998138427734
NFLX,2021-03-15,51.63199996948242,52.073001861572266,50.803001403808594,52.025001525878906,34843000,52.025001525878906
NFLX,2021-03-16,52.446998596191406,53.34199905395508,52.32099914550781,52.40299987792969,32389000,52.40299987792969
NFLX,2021-03-17,52.20000076293945,52.83700180053711,51.43000030517578,52.444000244140625,28174000,52.444000244140625
NFLX,2021-03-18,51.63999938964844,51.790000915527344,50.3849983215332,50.479000091552734,40945000,50.479000091552734
NFLX,2021-03-19,50.49599838256836,51.319000244140625,50.16299819946289,51.21799850463867,43864000,51.21799850463867
NFLX,2021-03-22,50.91299819946289,52.930999755859375,50.91299819946289,52.31100082397461,33606000,52.31100082397461
NFLX,2021-03-23,52.98699951171875,54.3120002746582,52.939998626708984,53.50899887084961,55835000,53.50899887084961
NFLX,2021-03-24,53.37799835205078,53.44200134277344,52,52.08100128173828,41022000,52.08100128173828
NFLX,2021-03-25,51.69900131225586,51.85300064086914,49.70000076293945,50.2859992980957,49268000,50.2859992980957
NFLX,2021-03-26,50.28200149536133,50.87200164794922,49.667999267578125,50.80500030517578,34678000,50.80500030517578
